customer_id,customer_name,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total_score,rfm_segment
JJ-15445,Jennifer Jackson,484,5,709.18,1,2,1,4,Lost Customers
RE-19450,Richard Eichhorn,303,4,666.52,1,2,1,4,Lost Customers
AC-10660,Anna Chung,283,5,657.32,1,2,1,4,Lost Customers
MS-17530,MaryBeth Skach,435,4,475.66,1,2,1,4,Lost Customers
JS-15940,Joni Sundaresam,464,5,469.17,1,2,1,4,Lost Customers
KW-16570,Kelly Williams,771,4,449.1,1,2,1,4,Lost Customers
VG-21805,Vivek Grady,492,4,418.43,1,2,1,4,Lost Customers
MH-17440,Mark Haberlin,377,4,400.02,1,2,1,4,Lost Customers
BW-11065,Barry Weirich,213,3,385.52,2,1,1,4,Lost Customers
NF-18475,Neil Französisch,526,4,377.16,1,2,1,4,Lost Customers
MS-17830,Melanie Seite,453,4,370.35,1,2,1,4,Lost Customers
AG-10300,Aleksandra Gannaway,119,4,367.55,2,1,1,4,Lost Customers
EM-14200,Evan Minnotte,159,3,366.82,2,1,1,4,Lost Customers
LH-17020,Lisa Hazard,240,4,318.24,1,2,1,4,Lost Customers
LH-16750,Larry Hughes,152,3,287.43,2,1,1,4,Lost Customers
SM-20005,Sally Matthias,422,4,244.49,1,2,1,4,Lost Customers
MO-17950,Michael Oakman,181,2,154.29,2,1,1,4,Lost Customers
JC-15340,Jasper Cacioppo,115,4,71.26,2,1,1,4,Lost Customers
SG-20890,Susan Gilcrest,227,3,47.95,2,1,1,4,Lost Customers
AC-10420,Alyssa Crouse,233,3,925.8,1,1,1,3,Lost Customers
JB-15925,Joni Blumstein,737,3,900.55,1,1,1,3,Lost Customers
AB-10015,Aaron Bergman,416,3,886.16,1,1,1,3,Lost Customers
CS-12130,Chad Sievert,490,4,884.64,1,1,1,3,Lost Customers
AF-10885,Art Foster,416,4,861.57,1,1,1,3,Lost Customers
SW-20755,Steven Ward,535,2,758.7,1,1,1,3,Lost Customers
RH-19555,Ritsa Hightower,520,2,740.38,1,1,1,3,Lost Customers
HM-14980,Henry MacAllister,248,4,736.28,1,1,1,3,Lost Customers
JD-16060,Julia Dunbar,301,3,695.44,1,1,1,3,Lost Customers
SS-20515,Shirley Schmidt,492,3,613.4,1,1,1,3,Lost Customers
BT-11440,Bobby Trafton,561,4,603.88,1,1,1,3,Lost Customers
CM-11935,Carlos Meador,708,2,565.39,1,1,1,3,Lost Customers
CR-12625,Corey Roper,471,3,475.9,1,1,1,3,Lost Customers
TT-21265,Tim Taslimi,407,3,439.5,1,1,1,3,Lost Customers
BT-11485,Brad Thomas,660,2,415.2,1,1,1,3,Lost Customers
JK-15325,Jason Klamczynski,288,3,383.81,1,1,1,3,Lost Customers
LS-17230,Lycoris Saunders,777,3,368.88,1,1,1,3,Lost Customers
BD-11560,Brendan Dodson,279,2,320.54,1,1,1,3,Lost Customers
CM-12445,Chuck Magee,437,3,287.99,1,1,1,3,Lost Customers
NB-18580,Nicole Brennan,1166,2,273.87,1,1,1,3,Lost Customers
HD-14785,Harold Dahlen,769,3,251.36,1,1,1,3,Lost Customers
GP-14740,Guy Phonely,765,2,236.53,1,1,1,3,Lost Customers
JJ-15760,Joel Jenkins,753,2,195.0,1,1,1,3,Lost Customers
AO-10810,Anthony O'Donnell,502,1,161.28,1,1,1,3,Lost Customers
DA-13450,Dianna Arnett,353,4,156.76,1,1,1,3,Lost Customers
PB-19210,Phillip Breyer,688,2,132.74,1,1,1,3,Lost Customers
RM-19750,Roland Murray,300,1,98.35,1,1,1,3,Lost Customers
KS-16300,Karen Seio,296,3,88.47,1,1,1,3,Lost Customers
AR-10570,Anemone Ratner,535,1,88.15,1,1,1,3,Lost Customers
FW-14395,Fred Wasserman,363,3,79.75,1,1,1,3,Lost Customers
IM-15055,Ionia McGrath,410,2,48.4,1,1,1,3,Lost Customers
RE-19405,Ricardo Emerson,1098,1,48.36,1,1,1,3,Lost Customers
MG-18205,Mitch Gastineau,265,1,16.74,1,1,1,3,Lost Customers
CJ-11875,Carl Jackson,366,1,16.52,1,1,1,3,Lost Customers
SC-20845,Sung Chung,415,1,14.11,1,1,1,3,Lost Customers
LD-16855,Lela Donovan,553,1,5.3,1,1,1,3,Lost Customers
TS-21085,Thais Sissman,358,2,4.83,1,1,1,3,Lost Customers
